OBJECTID,POINAME,POIALTNAME,MAPLABEL,POITYPE,POISTATUS,PUBLICDISPLAY,DATAACCESS,ACCESSNOTES,ORIGINATOR,UNITCODE,UNITNAME,UNITTYPE,GROUPCODE,GROUPNAME,REGIONCODE,CREATEDATE,EDITDATE,POINTTYPE,MAPMETHOD,MAPSOURCE,SOURCEDATE,XYACCURACY,GEOMETRYID,FEATUREID,FACLOCID,FACASSETID,IMLOCID,OBSERVABLE,ISEXTANT,OPENTOPUBLIC,ALTLANGNAME,ALTLANG,SEASONAL,SEASDESC,MAINTAINER,NOTES,StagingTable,x,y
25443,Circle X Ranch Campground,NA,Circle X Ranch Campground,Campground,NA,Public Map Display,Unrestricted,NA,NA,SAMO,NA,NA,NA,NA,PWR,NA,1498162076000,Arbitrary point,Unknown,Unknown,NA,Unknown,{D884E229-EC69-44B6-9953-BA89249E2E75},n4704599,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,Places Submit,STAGING_PWR_POIS_ALL_20211104104704,-118.92651323277522,34.11127417420903
25444,White River Campground,NA,White River Campground,Campground,NA,Public Map Display,Unrestricted,NA,NA,MORA,NA,NA,NA,NA,PWR,NA,1498162076000,Arbitrary point,Unknown,Unknown,NA,Unknown,{8D4AB9DF-D2CA-4268-9088-A6D9356C0C90},n5083,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,Places Submit,STAGING_PWR_POIS_ALL_20211104104704,-121.64180023268517,46.90240417418073
25446,Namakani Paio,NA,Namakani Paio,Campground,NA,Public Map Display,Unrestricted,NA,NA,HAVO,NA,NA,NA,NA,PWR,NA,1498162076000,Arbitrary point,Unknown,Unknown,NA,Unknown,{4629C9DA-1278-48CE-920D-6365CB8BBFF9},n3054,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,Places Submit,STAGING_PWR_POIS_ALL_20211104104704,-155.29586423304002,19.425370173827446
25452,Horse Camp,NA,Horse Camp,Campground,NA,Public Map Display,Unrestricted,NA,NA,PORE,Point Reyes National Seashore,NA,NA,NA,PWR,1498176000000,1500072617000,Center point,Unknown,"World Imagery, NAIP2016",1465603200000,Unknown,{3A33643E-6B18-4AA9-951E-BF841FA39E65},{3A33643E-6B18-4AA9-951E-BF841FA39E65},NA,NA,NA,Unknown,True,Unknown,NA,NA,Unknown,NA,Unknown,NA,STAGING_PWR_POIS_ALL_20211104104704,-122.7619462027717,38.00204591880561
25454,Tomales Beach Boat-in Campsites,Boat-in Campsites,Tomales Beach Boat-in Campsites,Campground,NA,Public Map Display,Unrestricted,NA,NA,PORE,Point Reyes National Seashore,NA,NA,NA,PWR,NA,1498236521000,Center point,Unknown,"World Imagery, NAIP2016",1465516800000,Unknown,{4395CFE5-D6A4-4795-AC73-9D06DC952BAF},{4395CFE5-D6A4-4795-AC73-9D06DC952BAF},NA,NA,NA,Unknown,True,Unknown,NA,NA,Unknown,NA,Unknown,NA,STAGING_PWR_POIS_ALL_20211104104704,-122.92356999858748,38.17419199077074
25460,San Miguel Island Campground,NA,Campground,Campground,NA,Public Map Display,Unrestricted,NA,NA,CHIS,CHIS,NA,NA,NA,PWR,NA,NA,Derived point,Digitized,2012 ortho imagery,1530144000000,> 1 m and <= 5 m,{4AA0247E-C5DC-43C3-824B-37A714CF9771},{EFA00D5D-AEE5-4C96-88D7-4F0747285D41},NA,NA,NA,Unknown,True,Unknown,NA,NA,Unknown,NA,Unknown,NA,STAGING_PWR_POIS_ALL_20211104104704,-120.34944947959355,34.04078906131775
25461,Santa Rosa Island Water Canyon Campground,NA,Campground,Campground,NA,Public Map Display,Unrestricted,NA,NA,CHIS,CHIS,NA,NA,NA,PWR,NA,NA,Derived point,Digitized,2012 ortho imagery,1530144000000,> 1 m and <= 5 m,{6B6ED423-C32E-4244-BD10-7DF7EC917283},{EB2AE872-8D13-4BE4-B67C-D38E03B60CF3},NA,NA,NA,Unknown,True,Unknown,NA,NA,Unknown,NA,Unknown,NA,STAGING_PWR_POIS_ALL_20211104104704,-120.04740075936564,33.991859166072175
25462,Santa Cruz Island Scorpion Canyon Campground,NA,Lower Scorpion Campground,Campground,NA,Public Map Display,Unrestricted,NA,NA,CHIS,CHIS,NA,NA,NA,PWR,NA,NA,Derived point,Digitized,2012 ortho imagery,1530144000000,> 1 m and <= 5 m,{A1ED3F89-79F9-4665-9CF3-2E3B395658C2},{F736BE6D-2787-4920-8635-833B0FFB6CF1},NA,NA,NA,Unknown,True,Unknown,NA,NA,Unknown,NA,Unknown,NA,STAGING_PWR_POIS_ALL_20211104104704,-119.56111300595597,34.048001711218376
25463,Santa Cruz Island Del Norte Backcountry Campground,NA,Backcountry Campground,Campground,NA,Public Map Display,Unrestricted,NA,NA,CHIS,CHIS,NA,NA,NA,PWR,NA,NA,Derived point,Digitized,2012 ortho imagery,1530144000000,> 1 m and <= 5 m,{A1ADDD4E-41E0-4880-912C-9DD39639864E},{B2BB79A8-5DA3-4FD4-8056-DAB8207FFFD7},NA,NA,NA,Unknown,True,Unknown,NA,NA,Unknown,NA,Unknown,NA,STAGING_PWR_POIS_ALL_20211104104704,-119.66032812336795,34.01107019812514
25464,Anacapa Island Campground,NA,Campground,Campground,NA,Public Map Display,Unrestricted,NA,NA,CHIS,CHIS,NA,NA,NA,PWR,NA,NA,Derived point,Digitized,2012 ortho imagery,1530144000000,> 1 m and <= 5 m,{1F7B2583-AC0B-4CFB-B09A-C54B48867E2C},{A2FEDCC8-172C-4E40-B3F9-61312B7E34CE},NA,NA,NA,Unknown,True,Unknown,NA,NA,Unknown,NA,Unknown,NA,STAGING_PWR_POIS_ALL_20211104104704,-119.36775069857538,34.0143378653454
25465,Santa Barbara Island Campground,NA,Campground,Campground,NA,Public Map Display,Unrestricted,NA,NA,CHIS,CHIS,NA,NA,NA,PWR,NA,NA,Derived point,Digitized,2012 ortho imagery,1530144000000,> 1 m and <= 5 m,{529E8A1B-609F-4F7E-B9AB-9E78AAE27007},{FDFA9D83-BFEC-4684-9AAC-9412214DB7F9},NA,NA,NA,Unknown,True,Unknown,NA,NA,Unknown,NA,Unknown,NA,STAGING_PWR_POIS_ALL_20211104104704,-119.02944889071517,33.47999697128586
25583,Lakeview Campground,NA,Lakeview Campground,Campground,NA,Public Map Display,Unrestricted,NA,NA,LACH,LACH,NA,NOCA,NA,PWR,NA,NA,Center point,Digitized,2017 NAIP imagery,NA,Unknown,{2B79289E-F6FD-484B-BC29-1E62D276853C},{2B79289E-F6FD-484B-BC29-1E62D276853C},NA,NA,NA,Unknown,True,Unknown,NA,NA,Unknown,NA,Unknown,NA,STAGING_PWR_POIS_ALL_20211104104704,-120.65564384863825,48.308305370424534
25584,Winnebago Flats,Hozomeen Campground,NA,Campground,NA,Public Map Display,Unrestricted,NA,NA,ROLA,ROLA,NA,NOCA,NA,PWR,1605744000000,NA,Center point,Digitized,2107 1-meter NAIP imagery,NA,Unknown,{4C3F59FE-F04A-4F1E-A5E8-D782518B17E4},{4C3F59FE-F04A-4F1E-A5E8-D782518B17E4},NA,NA,NA,Unknown,True,Unknown,NA,NA,Unknown,NA,Unknown,NA,STAGING_PWR_POIS_ALL_20211104104704,-121.06696550611196,48.995131980090946
25585,Hozomeen Lower Loop,Hozomeen,Hozomeen,Campground,NA,Public Map Display,Unrestricted,NA,NA,ROLA,ROLA,NA,NOCA,NA,PWR,1605744000000,NA,Center point,Digitized,"NAIP imagery",NA,Unknown,{8ADF1893-2153-4D89-8D34-27F28777E5D7},{8ADF1893-2153-4D89-8D34-27F28777E5D7},NA,NA,NA,Unknown,True,Unknown,NA,NA,Unknown,NA,Unknown,NA,STAGING_PWR_POIS_ALL_20211104104704,-121.07688816385394,48.982536827533124
25606,San Francisco Maritime Aquatic Park Cove,NA,Aquatic Park Cove,Campground,NA,Public Map Display,Unrestricted,NA,NA,SAFR,NA,NA,NA,NA,PWR,1606228286000,NA,Center point,arbitrary point,Unknown,NA,Unknown,{AF911EE2-58E3-42B1-9A21-BCE2B50302C2},{AF911EE2-58E3-42B1-9A21-BCE2B50302C2},NA,NA,NA,Unknown,True,Unknown,NA,NA,Unknown,NA,Unknown,"boat-in, mooring sites",STAGING_PWR_POIS_ALL_20211104104704,-122.42455312152896,37.80887529055525
25685,Black Canyon Group and Equestrian Campground,NA,NA,Campground,NA,Public Map Display,Unrestricted,NA,NA,MOJA,NA,NA,NA,NA,PWR,NA,1608552938000,Arbitrary point,Unknown,MOJA staff,NA,Unknown,{958187A4-DF58-4561-9043-364EC62231DA},{958187A4-DF58-4561-9043-364EC62231DA},NA,NA,NA,Unknown,True,Unknown,NA,NA,Unknown,NA,Unknown,NA,STAGING_PWR_POIS_ALL_20211104104704,-115.38294505008719,35.048620427091805
25686,Hole in the Wall campground,NA,Hole in the Wall campground,Campground,NA,Public Map Display,Unrestricted,NA,NA,MOJA,NA,NA,NA,NA,PWR,NA,1608552001000,Arbitrary point,Unknown,MOJA staff,NA,Unknown,{9BF9E484-3D5A-490B-93F2-E2BF4684C571},n2071,NA,NA,NA,Unknown,True,Unknown,NA,NA,Unknown,NA,Unknown,NA,STAGING_PWR_POIS_ALL_20211104104704,-115.39355338829506,35.04601868532404
25704,Porcupine Flat Campground,NA,Porcupine Flat,Campground,NA,Public Map Display,Unrestricted,NA,NA,YOSE,YOSE,NA,NA,NA,PWR,1565118300000,1605920292000,Entrance point,Digitized at first intersection,YOSE Roads,NA,Unknown,{0cd046fe-de4b-4380-b780-57f0666e5048},{c339e222-f29b-489a-b431-c7a8d3b8e74d},NA,NA,NA,Unknown,True,Unknown,NA,NA,Unknown,NA,Unknown,https://www.nps.gov/yose/planyourvisit/campgrounds.htm,STAGING_PWR_POIS_ALL_20211104104704,-119.5656790510584,37.80823461011994
25764,Hodgdon Meadow Campground,NA,Hodgdon Meadow,Campground,NA,Public Map Display,Unrestricted,NA,NA,YOSE,YOSE,NA,NA,NA,PWR,1565118300000,1605920908000,Entrance point,Kiosk building center point,YOSE Buildings,NA,Unknown,{a1d68a7f-38cf-40f2-baf8-42a84a5c49d1},{b7d450a8-a03c-4882-8d61-0eaf994f5d69},NA,NA,NA,Unknown,True,Unknown,NA,NA,Unknown,NA,Unknown,https://www.nps.gov/yose/planyourvisit/campgrounds.htm,STAGING_PWR_POIS_ALL_20211104104704,-119.8670202868056,37.79987731644155
25806,Upper Pines Campground,NA,Upper Pines,Campground,NA,Public Map Display,Unrestricted,NA,NA,YOSE,YOSE,NA,NA,NA,PWR,1565118300000,1605920012000,Entrance point,Kiosk building center point,YOSE Buildings,NA,Unknown,{859a9c45-076d-4712-b0df-42d0e1c3ab99},{111de38a-2988-48a2-b4df-8c1f5e07431b},NA,NA,NA,Unknown,True,Unknown,NA,NA,Unknown,NA,Unknown,https://www.nps.gov/yose/planyourvisit/campgrounds.htm,STAGING_PWR_POIS_ALL_20211104104704,-119.56439846118826,37.73842432468712
25809,Crane Flat Campground,NA,Crane Flat,Campground,NA,Public Map Display,Unrestricted,NA,NA,YOSE,YOSE,NA,NA,NA,PWR,1565118300000,1605920981000,Entrance point,Kiosk building center point,YOSE Buildings,NA,Unknown,{7aca1ab5-9bed-4626-8156-b250395e1e0d},{1c7f3eaf-f9c8-4c2f-a13b-7fc77f6f9dc6},NA,NA,NA,Unknown,True,Unknown,NA,NA,Unknown,NA,Unknown,https://www.nps.gov/yose/planyourvisit/campgrounds.htm,STAGING_PWR_POIS_ALL_20211104104704,-119.8002461794357,37.749790951410205
25878,Tamarack Flat Campground,NA,Tamarack Flat,Campground,NA,Public Map Display,Unrestricted,NA,NA,YOSE,YOSE,NA,NA,NA,PWR,1565118300000,1605920116000,Entrance point,Digitized at first intersection,YOSE Roads,NA,Unknown,{b4111681-b928-4d87-b452-6cb977103e1d},{0011dd02-4f18-434e-909c-b054aafaa934},NA,NA,NA,Unknown,True,Unknown,NA,NA,Unknown,NA,Unknown,https://www.nps.gov/yose/planyourvisit/campgrounds.htm,STAGING_PWR_POIS_ALL_20211104104704,-119.73622123393375,37.75171239571574
25881,Camp 4 Campground,Camp 4 Walk-In Campground,Camp 4,Campground,NA,Public Map Display,Unrestricted,NA,NA,YOSE,YOSE,NA,NA,NA,PWR,1565118300000,1605921063000,Entrance point,Kiosk building center point,YOSE Buildings,NA,Unknown,{c605f814-66eb-49f4-b71e-9d49cc1d1a78},{494ea4c9-bbcd-482e-8508-6641af981f61},NA,NA,NA,Unknown,True,Unknown,NA,NA,Unknown,NA,Unknown,https://www.nps.gov/yose/planyourvisit/campgrounds.htm,STAGING_PWR_POIS_ALL_20211104104704,-119.60224028390002,37.742048966149866
25887,Tuolumne Meadows Campground,NA,Tuolumne Meadows,Campground,NA,Public Map Display,Unrestricted,NA,NA,YOSE,YOSE,NA,NA,NA,PWR,1565118300000,1623874153000,Entrance point,Kiosk building center point,YOSE Buildings,NA,Unknown,{b91ea7c6-7912-47e2-a408-6c4d8edd4c20},{9702062d-b67d-4a5a-84fd-45e9bf7a9f18},NA,NA,NA,Unknown,True,Unknown,NA,NA,Unknown,NA,Unknown,https://www.nps.gov/yose/planyourvisit/campgrounds.htm,STAGING_PWR_POIS_ALL_20211104104704,-119.35363813898653,37.87447011612386
25942,White Wolf Campground,NA,White Wolf,Campground,NA,Public Map Display,Unrestricted,NA,NA,YOSE,YOSE,NA,NA,NA,PWR,1565118300000,1605919945000,Entrance point,Kiosk building center point,YOSE Buildings,NA,Unknown,{5835d34a-251f-4ccd-90e5-694673fcf7bd},{7111a560-4ccd-4754-bf91-9fe75b8e7d0e},NA,NA,NA,Unknown,True,Unknown,NA,NA,Unknown,NA,Unknown,https://www.nps.gov/yose/planyourvisit/campgrounds.htm,STAGING_PWR_POIS_ALL_20211104104704,-119.64833386721841,37.870344561320735
25983,Wawona Campground,NA,Wawona,Campground,NA,Public Map Display,Unrestricted,NA,NA,YOSE,YOSE,NA,NA,NA,PWR,1565118300000,1605919979000,Entrance point,Digitized at first intersection,YOSE Roads,NA,Unknown,{5238f3c9-300e-4924-83d5-bf23ed8ac162},{f956789e-a540-4c1e-8b7c-d88d1e5c6c8c},NA,NA,NA,Unknown,True,Unknown,NA,NA,Unknown,NA,Unknown,https://www.nps.gov/yose/planyourvisit/campgrounds.htm,STAGING_PWR_POIS_ALL_20211104104704,-119.67273370179697,37.54471553707111
25995,Bridalveil Creek Campground,Bridalveil Creek Group and Horse Camp,Bridalveil Creek,Campground,NA,Public Map Display,Unrestricted,NA,NA,YOSE,YOSE,NA,NA,NA,PWR,1565118300000,1605921122000,Entrance point,Digitized at first intersection,YOSE Roads,NA,Unknown,{0c572b6a-d624-4afc-b0ca-9467f80775ae},{38c879f9-39fa-4221-8247-718a2496ec1f},NA,NA,NA,Unknown,True,Unknown,NA,NA,Unknown,NA,Unknown,https://www.nps.gov/yose/planyourvisit/campgrounds.htm,STAGING_PWR_POIS_ALL_20211104104704,-119.62428060087535,37.66365249788316
26015,Lower Pines Campground,NA,Lower Pines,Campground,NA,Public Map Display,Unrestricted,NA,NA,YOSE,YOSE,NA,NA,NA,PWR,1565118300000,1605920583000,Entrance point,Kiosk building center point,YOSE Buildings,NA,Unknown,{0d3377b6-ff0d-4733-ab42-f9d768427953},{df3b6a5a-5abe-4c46-83e5-620cbb9f4e63},NA,NA,NA,Unknown,True,Unknown,NA,NA,Unknown,NA,Unknown,https://www.nps.gov/yose/planyourvisit/campgrounds.htm,STAGING_PWR_POIS_ALL_20211104104704,-119.56630100248094,37.739460744391295
26035,North Pines Campground,NA,North Pines,Campground,NA,Public Map Display,Unrestricted,NA,NA,YOSE,YOSE,NA,NA,NA,PWR,1565118300000,1605920374000,Entrance point,Kiosk building center point,YOSE Buildings,NA,Unknown,{c251992c-d994-4181-b81e-5aab4b06b10f},{bfe26f75-81a4-4120-9ca0-7af282eb0360},NA,NA,NA,Unknown,True,Unknown,NA,NA,Unknown,NA,Unknown,https://www.nps.gov/yose/planyourvisit/campgrounds.htm,STAGING_PWR_POIS_ALL_20211104104704,-119.5650180826093,37.74041119203707
26051,Yosemite Creek Campground,NA,Yosemite Creek,Campground,NA,Public Map Display,Unrestricted,NA,NA,YOSE,YOSE,NA,NA,NA,PWR,1565118300000,1605919864000,Entrance point,Digitized at first intersection,YOSE Roads,NA,Unknown,{c2aa7d16-5677-4cca-83b1-70f5e364d224},{d77431ec-ed44-4133-9d94-32cc69dfd8ce},NA,NA,NA,Unknown,True,Unknown,NA,NA,Unknown,NA,Unknown,https://www.nps.gov/yose/planyourvisit/campgrounds.htm,STAGING_PWR_POIS_ALL_20211104104704,-119.59832059723675,37.8262888503869
26165,Palikū Campsites,NA,Palikū Campsites,Campground,NA,Public Map Display,Unrestricted,NA,NA,HALE,HALE,NA,NA,NA,PWR,1627948800000,NA,Center point,Digitized,2019 50 cm WorldView-2 imagery,1562976000000,> 1 m and <= 5 m,{4ADBDDCD-CE85-4694-9ACC-700946C3096B},{4ADBDDCD-CE85-4694-9ACC-700946C3096B},NA,NA,NA,Unknown,True,Unknown,NA,NA,Unknown,NA,Unknown,NA,STAGING_PWR_POIS_ALL_20211104104704,-156.1425479673218,20.717715356915278
26168,Hōlua Campsites,NA,Hōlua Campsites,Campground,NA,Public Map Display,Unrestricted,NA,NA,HALE,HALE,NA,NA,NA,PWR,1627948800000,NA,Center point,Digitized,2019 31 cm WorldView-3 imagery,1550620800000,> 1 m and <= 5 m,{6D7DD2E9-4F99-48C1-803E-C0DC929B4945},{6D7DD2E9-4F99-48C1-803E-C0DC929B4945},NA,NA,NA,Unknown,True,Unknown,NA,NA,Unknown,NA,Unknown,NA,STAGING_PWR_POIS_ALL_20211104104704,-156.2186053239992,20.739513768726283
26176,Boca Chita Key Campground,NA,Boca Chita Key Campground,Campground,NA,Public Map Display,Unrestricted,NA,NA,BISC,Biscayne National Park,NA,NA,NA,SER,1523961919000,1562339146000,Arbitrary point,Unknown,Unknown,NA,Unknown,{59269afd-ce5b-4244-8a3f-af8d309738ac},NA,NA,NA,NA,Unknown,True,Unknown,NA,NA,No,NA,National Park Service,"{""name"": ""Boca Chita Key Campground"", ""source"": ""nps:points_of_interest"", ""tourism"": ""camp_site"", ""nps:fcat"": ""Campground"", ""nps:unit_code"": ""bisc""}",STAGING_SER_POIS_ALL_20211104122022,-80.17577580647031,25.52231682541617
26181,Everglades Flamingo Campground A Loop,Flamingo Campground A Loop,Flamingo Campground A Loop,Campground,NA,Public Map Display,Unrestricted,NA,NA,EVER,Everglades National Park,NA,NA,NA,SER,1523961919000,1598386292000,Arbitrary point,Unknown,Unknown,NA,Unknown,{9af5606b-1277-45ee-8977-c1ed08d03cdb},NA,NA,NA,NA,Unknown,True,Unknown,NA,NA,No,NA,National Park Service,"{""fee"": ""yes"", ""name"": ""Flamingo Campground A Loop"", ""note"": ""Only one primary camping unit (RV) and one secondary unit (tent), or two tents may occupy a campsite.  Maximum of eight people and two vehicles per campsite. Check out time is 12:00 PM."", ""pho",STAGING_SER_POIS_ALL_20211104122022,-80.93920097518185,25.136836147500162
26183,Everglades Flamingo Campground B Loop,Flamingo Campground B Loop,Flamingo Campground B Loop,Campground,NA,Public Map Display,Unrestricted,NA,NA,EVER,Everglades National Park,NA,NA,NA,SER,1523961919000,1598386293000,Arbitrary point,Unknown,Unknown,NA,Unknown,{f3ff9a7e-29f8-44a4-b3d8-049684cc84a2},NA,NA,NA,NA,Unknown,True,Unknown,NA,NA,No,NA,National Park Service,"{""name"": ""Flamingo Campground B Loop"", ""note"": ""Only one primary camping unit (RV) and one secondary unit (tent), or two tents may occupy a campsite.  Maximum of eight people and two vehicles per campsite. Check out time is 12:00 PM."", ""phone"": ""(877) 44",STAGING_SER_POIS_ALL_20211104122022,-80.94284767465962,25.13653814829769
26185,Everglades Flamingo Campground C Loop,Flamingo Campground C Loop,Flamingo Campground C Loop,Campground,NA,Public Map Display,Unrestricted,NA,NA,EVER,Everglades National Park,NA,NA,NA,SER,1523961919000,1598386293000,Arbitrary point,Unknown,Unknown,NA,Unknown,{53b3b0d6-eb56-4840-832e-e958f5d17cee},NA,NA,NA,NA,Unknown,True,Unknown,NA,NA,No,NA,National Park Service,"{""fee"": ""yes"", ""name"": ""Flamingo Campground C Loop"", ""note"": ""Only one primary camping unit (RV) and one secondary unit (tent), or two tents may occupy a campsite.  Maximum of eight people and two vehicles per campsite. Check out time is 12:00 PM."", ""pho",STAGING_SER_POIS_ALL_20211104122022,-80.94613347489212,25.13615374803652
26222,Maple Springs,NA,Maple Springs,Campground,NA,Public Map Display,Unrestricted,NA,NA,MACA,Mammoth Cave National Park,NA,NA,NA,SER,1523961919000,1606976143000,Arbitrary point,Unknown,Unknown,NA,Unknown,{eaf75034-1927-4f2f-8537-dc0c989ed30f},NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""name"": ""Maple Springs"", ""source"": ""nps:points_of_interest"", ""tourism"": ""camp_site"", ""nps:fcat"": ""Campground"", ""nps:unit_code"": ""maca""}",STAGING_SER_POIS_ALL_20211104122022,-86.13681797971833,37.203509630237704
26261,Blue Heron,NA,Blue Heron,Campground,NA,Public Map Display,Unrestricted,NA,NA,BISO,Big South Fork National River and Recreation Area,NA,NA,NA,SER,1523961919000,1528225578000,Arbitrary point,Unknown,Unknown,NA,Unknown,{facb6b92-deba-4056-a455-de550e0ed2c6},NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""name"": ""Blue Heron"", ""source"": ""nps:points_of_interest"", ""tourism"": ""camp_site"", ""nps:fcat"": ""Campground"", ""nps:unit_code"": ""biso"", ""nps:description"": ""Close, not on drg""}",STAGING_SER_POIS_ALL_20211104122022,-84.51850115914812,36.67752840885822
26289,Burns Lake,NA,Burns Lake,Campground,NA,Public Map Display,Unrestricted,NA,NA,BICY,Big Cypress National Preserve,NA,NA,NA,SER,1523961919000,1528225582000,Arbitrary point,Unknown,Unknown,NA,Unknown,{9f28d5df-d0de-4381-a3d2-4ae3f33f05f7},NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""name"": ""Burns Lake"", ""source"": ""nps:points_of_interest"", ""tourism"": ""camp_site"", ""nps:fcat"": ""Campground"", ""nps:unit_code"": ""bicy""}",STAGING_SER_POIS_ALL_20211104122022,-81.22958358948318,25.89215855370628
26290,Burns Lake,NA,Burns Lake,Campground,NA,Public Map Display,Unrestricted,NA,NA,BICY,Big Cypress National Preserve,NA,NA,NA,SER,1523961919000,1528225583000,Arbitrary point,Unknown,Unknown,NA,Unknown,{5c6abac6-c290-431b-bd07-aa572e8d7295},NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""name"": ""Burns Lake"", ""source"": ""nps:points_of_interest"", ""tourism"": ""camp_site"", ""nps:fcat"": ""Campground"", ""nps:unit_code"": ""bicy""}",STAGING_SER_POIS_ALL_20211104122022,-81.22976668860758,25.893114154355544
26294,Camp Alice,NA,Camp Alice,Campground,NA,Public Map Display,Unrestricted,NA,NA,BLRI,Blue Ridge Parkway,NA,NA,NA,SER,1523961919000,1528225583000,Arbitrary point,Unknown,Unknown,NA,Unknown,{41ddbd67-36d4-4242-8bc9-b8b0c9dbb3db},NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""name"": ""Camp Alice"", ""source"": ""nps:points_of_interest"", ""tourism"": ""camp_site"", ""nps:fcat"": ""Campground"", ""nps:unit_code"": ""blri"", ""nps:description"": ""Mount Mitchell State Park""}",STAGING_SER_POIS_ALL_20211104122022,-82.26699817835765,35.759727506255615
26327,Houchins Ferry,NA,Houchins Ferry,Campground,NA,Public Map Display,Unrestricted,NA,NA,MACA,Mammoth Cave National Park,NA,NA,NA,SER,1523961919000,1606976143000,Arbitrary point,Unknown,Unknown,NA,Unknown,{a8fa06e7-b92c-4793-b298-0848a989a812},NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Yes,NA,Unknown,"{""name"": ""Houchins Ferry"", ""source"": ""nps:points_of_interest"", ""tourism"": ""camp_site"", ""nps:fcat"": ""Campground"", ""nps:unit_code"": ""maca""}",STAGING_SER_POIS_ALL_20211104122022,-86.23771655127416,37.20168303499662
26333,Julian Price,NA,Julian Price,Campground,NA,Public Map Display,Unrestricted,NA,NA,BLRI,Blue Ridge Parkway,NA,NA,NA,SER,1523961919000,1528225586000,Arbitrary point,Unknown,Unknown,NA,Unknown,{f9ac8146-b08e-4ba5-b8ad-d6286fae2dfd},NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""name"": ""Julian Price"", ""source"": ""nps:points_of_interest"", ""tourism"": ""camp_site"", ""nps:fcat"": ""Campground"", ""nps:unit_code"": ""blri""}",STAGING_SER_POIS_ALL_20211104122022,-81.76526630645441,36.12034231127643
26343,Linville Falls,NA,Linville Falls,Campground,NA,Public Map Display,Unrestricted,NA,NA,BLRI,Blue Ridge Parkway,NA,NA,NA,SER,1523961919000,1528225587000,Arbitrary point,Unknown,Unknown,NA,Unknown,{a6649773-964c-4067-ab29-e4f64123efac},NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""name"": ""Linville Falls"", ""source"": ""nps:points_of_interest"", ""tourism"": ""camp_site"", ""nps:fcat"": ""Campground"", ""nps:unit_code"": ""blri""}",STAGING_SER_POIS_ALL_20211104122022,-81.93412006518258,35.96404655008081
26347,Mammoth Cave,NA,Mammoth Cave,Campground,NA,Public Map Display,Unrestricted,NA,NA,MACA,Mammoth Cave National Park,NA,NA,NA,SER,1523961919000,1606976143000,Arbitrary point,Unknown,Unknown,NA,Unknown,{6ba881fd-2a66-4003-89fb-4937328c999a},NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""name"": ""Mammoth Cave"", ""source"": ""nps:points_of_interest"", ""tourism"": ""camp_site"", ""nps:fcat"": ""Campground"", ""nps:unit_code"": ""maca""}",STAGING_SER_POIS_ALL_20211104122022,-86.09703819268981,37.182182331746844
26351,Michelle Landing,NA,Michelle Landing,Campground,NA,Public Map Display,Unrestricted,NA,NA,BICY,Big Cypress National Preserve,NA,NA,NA,SER,1523961919000,1528225588000,Arbitrary point,Unknown,Unknown,NA,Unknown,{1e2832c8-374d-4ecc-9f24-6a94731dd694},NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""name"": ""Michelle Landing"", ""source"": ""nps:points_of_interest"", ""tourism"": ""camp_site"", ""nps:fcat"": ""Campground"", ""nps:unit_code"": ""bicy""}",STAGING_SER_POIS_ALL_20211104122022,-80.92668898068052,25.758838681121688
26353,Mitchell Landing,NA,Mitchell Landing,Campground,NA,Public Map Display,Unrestricted,NA,NA,BICY,Big Cypress National Preserve,NA,NA,NA,SER,1523961919000,1528225589000,Arbitrary point,Unknown,Unknown,NA,Unknown,{646b4324-97ac-4401-a9bb-edb4095d3bba},NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""name"": ""Mitchell Landing"", ""source"": ""nps:points_of_interest"", ""tourism"": ""camp_site"", ""nps:fcat"": ""Campground"", ""nps:unit_code"": ""bicy"", ""nps:description"": ""Close, not on drg""}",STAGING_SER_POIS_ALL_20211104122022,-80.93059528033467,25.75644498249528
