OBJECTID,POINAME,POIALTNAME,MAPLABEL,POITYPE,POISTATUS,PUBLICDISPLAY,DATAACCESS,ACCESSNOTES,ORIGINATOR,UNITCODE,UNITNAME,UNITTYPE,GROUPCODE,GROUPNAME,REGIONCODE,CREATEDATE,EDITDATE,POINTTYPE,MAPMETHOD,MAPSOURCE,SOURCEDATE,XYACCURACY,GEOMETRYID,FEATUREID,FACLOCID,FACASSETID,IMLOCID,OBSERVABLE,ISEXTANT,OPENTOPUBLIC,ALTLANGNAME,ALTLANG,SEASONAL,SEASDESC,MAINTAINER,NOTES,StagingTable,x,y
196,BPOH TWIN LAKES TOILET NABESNA ROAD (Kendesnii Campground Toilet #1),NA,Kendesnii Campground,Campground,NA,Public Map Display,Unrestricted,NA,NA,WRST,Wrangell-St Elias National Park and Preserve,NA,NA,NA,AKR,1439942400000,1515393204000,Center point,Derived,ArcGIS feature to point tool used to generate centroid.,1327622400000,>=50cm and <1m,{D571E4BB-3550-4E23-BA43-063E15E0780B},{F443A7CD-7AE4-4CE5-8785-B6C3F2F670D0},12028,NA,NA,Unknown,True,Unknown,NA,NA,Yes,Winter seasonal closure,NPS,NA,STAGING_AKR_POIS_ALL_20211104014233,-143.25875239938824,62.529817263273515
337,Igloo Creek Campground,NA,Igloo Creek Campground,Campground,NA,Public Map Display,Unrestricted,NA,NA,DENA,Denali National Park and Preserve,NA,NA,NA,AKR,1401667200000,1515393219000,Vicinity point,Digitized,Digitized using DENA IKONOS IFSAR Mosaic Dataset (Service) on 12/01/2016. USGS Alaska GNIS database. Exported 08/11/2013. Original source: Unknown. Feature last edited: 6/1/2010.,1374451200000,Scaled,{679A9D53-5161-4C58-B0F1-13685041362A},{679A9D53-5161-4C58-B0F1-13685041362A},NA,NA,NA,Unknown,True,Unknown,NA,NA,No,NA,Unknown,NA,STAGING_AKR_POIS_ALL_20211104014233,-149.58333318264363,63.609695983000336
344,Sanctuary River Campground,NA,Sanctuary River Campground,Campground,NA,Public Map Display,Unrestricted,NA,NA,DENA,Denali National Park and Preserve,NA,NA,NA,AKR,1401667200000,1515393219000,Vicinity point,Digitized,Digitized using DENA IKONOS IFSAR Mosaic Dataset (Service) on 12/01/2016. USGS Alaska GNIS database. Exported 08/11/2013. Original source: Unknown. Feature last edited: 6/1/2010.,1374451200000,Scaled,{801B4F4E-C656-45E9-B691-32F161D95964},{801B4F4E-C656-45E9-B691-32F161D95964},NA,NA,NA,Unknown,True,Unknown,NA,NA,No,NA,Unknown,NA,STAGING_AKR_POIS_ALL_20211104014233,-149.47372342716895,63.722557218684244
345,Savage River Campground,NA,Savage River Campground,Campground,NA,Public Map Display,Unrestricted,NA,NA,DENA,Denali National Park and Preserve,NA,NA,NA,AKR,1401667200000,1515393220000,Vicinity point,Digitized,Digitized using DENA IKONOS IFSAR Mosaic Dataset (Service) on 12/01/2016. USGS Alaska GNIS database. Exported 08/11/2013. Original source: Unknown. Feature last edited: 6/1/2010.,1374451200000,Scaled,{615C9B1B-382F-454F-984E-DC317E8C64C1},{615C9B1B-382F-454F-984E-DC317E8C64C1},NA,NA,NA,Unknown,True,Unknown,NA,NA,No,NA,Unknown,NA,STAGING_AKR_POIS_ALL_20211104014233,-149.26163033206166,63.71530260075508
348,Teklanika Campground,NA,Teklanika Campground,Campground,NA,Public Map Display,Unrestricted,NA,NA,DENA,Denali National Park and Preserve,NA,NA,NA,AKR,1401667200000,1515393220000,Vicinity point,Digitized,Digitized using DENA IKONOS IFSAR Mosaic Dataset (Service) on 12/01/2016. USGS Alaska GNIS database. Exported 08/11/2013. Original source: Unknown. Feature last edited: 6/1/2010.,1374451200000,Scaled,{421ADE3E-D5B3-441A-8A79-08ACF1C13B3F},{421ADE3E-D5B3-441A-8A79-08ACF1C13B3F},NA,NA,NA,Unknown,True,Unknown,NA,NA,No,NA,Unknown,NA,STAGING_AKR_POIS_ALL_20211104014233,-149.58094882602356,63.670496822311634
382,Brooks Camp Campground,NA,Brooks Camp Campground,Campground,NA,Public Map Display,Unrestricted,NA,NA,KATM,Katmai National Park and Preserve,NA,NA,NA,AKR,1401926400000,1515393223000,Vicinity point,Unknown,Katmai Base database. Exported 06/05/2014. Original source: Unknown. Feature last edited: Unknown.,1401926400000,Unknown,{D6325FBA-83F3-4F39-94F2-C213F7D9F0E7},{D6325FBA-83F3-4F39-94F2-C213F7D9F0E7},NA,NA,NA,Unknown,True,Unknown,NA,NA,No,NA,Unknown,NA,STAGING_AKR_POIS_ALL_20211104014233,-155.77751363829813,58.55978540182343
420,"Dyea Campground, National Park Service",NA,Dyea Campground,Campground,NA,Public Map Display,Unrestricted,NA,NA,KLGO,Klondike Gold Rush National Historical Park,NA,NA,NA,AKR,1406730830000,1515393229000,Vicinity point,Digitized,KLGO Source: \\165.83.48.131\KLGO-GIS\locdata\data\crdata Shapefile,NA,Unknown,{EF04AE31-C914-46DC-A18F-6DB675DBD41C},{EF04AE31-C914-46DC-A18F-6DB675DBD41C},NA,NA,NA,Unknown,True,Unknown,NA,NA,No,NA,Unknown,NA,STAGING_AKR_POIS_ALL_20211104014233,-135.3504763020863,59.50724585757831
422,Canyon City Campground,NA,Canyon City Campground,Campground,NA,Public Map Display,Unrestricted,NA,NA,KLGO,Klondike Gold Rush National Historical Park,NA,NA,NA,AKR,1406738452000,1515393229000,Center point,GNSS: Mapping Grade,KLGO Source: \\165.83.48.131\KLGO-GIS\locdata\Data\CHILKOOT_Data_CLR,1239840000000,Unknown,{DCCE539F-74EA-4639-9C6B-9E9C86972AD8},{DCCE539F-74EA-4639-9C6B-9E9C86972AD8},NA,NA,NA,Unknown,True,Unknown,NA,NA,No,NA,Unknown,NA,STAGING_AKR_POIS_ALL_20211104014233,-135.32464587553574,59.60755834373589
423,Pleasant Camp Campground,NA,Pleasant Camp Campground,Campground,NA,Public Map Display,Unrestricted,NA,NA,KLGO,Klondike Gold Rush National Historical Park,NA,NA,NA,AKR,1406738452000,1515393230000,Center point,GNSS: Mapping Grade,KLGO Source: \\165.83.48.131\KLGO-GIS\locdata\Data\CHILKOOT_Data_CLR,1239840000000,Unknown,{8A5F80F8-AE38-4BB2-8DA6-E2ACD24812A0},{8A5F80F8-AE38-4BB2-8DA6-E2ACD24812A0},NA,NA,NA,Unknown,True,Unknown,NA,NA,No,NA,Unknown,NA,STAGING_AKR_POIS_ALL_20211104014233,-135.29368500049924,59.63851799977152
424,Sheep Camp Campground,NA,Sheep Camp Campground,Campground,NA,Public Map Display,Unrestricted,NA,NA,KLGO,Klondike Gold Rush National Historical Park,NA,NA,NA,AKR,1406738452000,1515393230000,Center point,GNSS: Mapping Grade,KLGO Source: \\165.83.48.131\KLGO-GIS\locdata\Data\CHILKOOT_Data_CLR,1239840000000,Unknown,{2BAF1418-B2C0-4688-83ED-55885A7ECE45},{2BAF1418-B2C0-4688-83ED-55885A7ECE45},NA,NA,NA,Unknown,True,Unknown,NA,NA,No,NA,Unknown,NA,STAGING_AKR_POIS_ALL_20211104014233,-135.26783799993746,59.659066999733625
427,Finnegan's Point Campground,NA,Finnegan's Point Campground,Campground,NA,Public Map Display,Unrestricted,NA,NA,KLGO,Klondike Gold Rush National Historical Park,NA,NA,NA,AKR,1412031832000,1515393230000,Vicinity point,GNSS: Mapping Grade,KLGO Source: \\165.83.48.131\KLGO-GIS\locdata\Data\CHILKOOT_Data_CLR,NA,Unknown,{445B6E1C-07A1-46C2-BE5B-8D0A6091CD53},{445B6E1C-07A1-46C2-BE5B-8D0A6091CD53},NA,NA,NA,Unknown,True,Unknown,NA,NA,No,NA,Unknown,NA,STAGING_AKR_POIS_ALL_20211104014233,-135.33485600147299,59.575418999898716
446,Dry Creek State Recreation Site,NA,Dry Creek State Recreation Site,Campground,NA,Public Map Display,Unrestricted,NA,NA,WRST,Wrangell-St Elias National Park and Preserve,NA,NA,NA,AKR,1412640000000,1515393232000,Vicinity point,Digitized,DNR website. http://dnr.alaska.gov/parks/aspunits/matsu/drycreeksrs.htm,NA,Unknown,{EC7B9C82-FD68-43C8-B228-8F95E66E0283},{EC7B9C82-FD68-43C8-B228-8F95E66E0283},NA,NA,NA,Unknown,True,Unknown,NA,NA,No,NA,Unknown,Head's up digitized from description of intended location,STAGING_AKR_POIS_ALL_20211104014233,-145.47215424029073,62.15266923301914
447,Porcupine Creek State Recreation Site,NA,Porcupine Creek State Recreation Site,Campground,NA,Public Map Display,Unrestricted,NA,NA,WRST,Wrangell-St Elias National Park and Preserve,NA,NA,NA,AKR,1412640000000,1515393232000,Vicinity point,Digitized,DNR website. http://dnr.alaska.gov/parks/aspunits/matsu/porchsrs.htm,NA,Unknown,{ED3C8A3D-F2D8-4FF0-8F87-1136AA432433},{ED3C8A3D-F2D8-4FF0-8F87-1136AA432433},NA,NA,NA,Unknown,True,Unknown,NA,NA,No,NA,Unknown,Head's up digitized from description of intended location,STAGING_AKR_POIS_ALL_20211104014233,-143.87364834218113,62.72262460627701
448,Squirrel Creek State Recreation Site,NA,Squirrel Creek State Recreation Site,Campground,NA,Public Map Display,Unrestricted,NA,NA,WRST,Wrangell-St Elias National Park and Preserve,NA,NA,NA,AKR,1412640000000,1515393232000,Vicinity point,Digitized,DNR website. http://dnr.alaska.gov/parks/aspunits/matsu/squircksrs.htm,NA,Unknown,{26A340E7-FF85-4244-B1A4-F651D05AAB30},{26A340E7-FF85-4244-B1A4-F651D05AAB30},NA,NA,NA,Unknown,True,Unknown,NA,NA,No,NA,Unknown,Head's up digitized from description of intended location,STAGING_AKR_POIS_ALL_20211104014233,-145.17629627626917,61.666118095430534
449,Liberty Falls State Recreation Site,NA,Liberty Falls State Recreation Site,Campground,NA,Public Map Display,Unrestricted,NA,NA,WRST,Wrangell-St Elias National Park and Preserve,NA,NA,NA,AKR,1412640000000,1515393232000,Vicinity point,Digitized,DNR website. http://dnr.alaska.gov/parks/aspunits/matsu/libertyflsrs.htm,NA,Unknown,{34609676-8062-44D1-B85E-49AD40982DFA},{34609676-8062-44D1-B85E-49AD40982DFA},NA,NA,NA,Unknown,True,Unknown,NA,NA,No,NA,Unknown,Head's up digitized from description of intended location,STAGING_AKR_POIS_ALL_20211104014233,-144.5495737944407,61.62220667559478
537,Bartlett Cove Campground,NA,Bartlett Cove Campground,Campground,NA,Public Map Display,Unrestricted,NA,NA,GLBA,Glacier Bay National Park and Preserve,NA,NA,NA,AKR,1442861621000,1515393242000,Center point,Digitized,Digitized from GLBA Pleiades OrthoImage Mosaic Dataset- True Color. X:\Albers\UTM8\glba\Imagery\Pleiades\PHR1A_PS.gdb\OrthoPanSharp.,1441756800000,Unknown,{71B86944-1609-47FB-8A79-2E6C45DFC3BD},{71B86944-1609-47FB-8A79-2E6C45DFC3BD},NA,NA,NA,Unknown,True,Unknown,NA,NA,No,NA,Unknown,NA,STAGING_AKR_POIS_ALL_20211104014233,-135.89437957064297,58.45077690475728
681,Happy Camp Campground,NA,Happy Camp Campground,Campground,NA,Public Map Display,Unrestricted,NA,NA,KLGO,Klondike Gold Rush National Historical Park,NA,NA,NA,AKR,1444148987000,1515393256000,Center point,Digitized,Parks Canada data. T:\PROJECTS\KLGO\Canadian Data,NA,Unknown,{26D86A0C-B506-4FC7-B4F0-C5E178B996F9},{898F5F5F-8D60-41EE-AF84-9833ACBA660D},NA,NA,NA,Unknown,True,Unknown,NA,NA,No,NA,Unknown,NA,STAGING_AKR_POIS_ALL_20211104014233,-135.17730970842769,59.73774772419347
682,Deep Lake Campground,NA,Deep Lake Campground,Campground,NA,Public Map Display,Unrestricted,NA,NA,KLGO,Klondike Gold Rush National Historical Park,NA,NA,NA,AKR,1444149268000,1515393256000,Center point,Digitized,Parks Canada data. T:\PROJECTS\KLGO\Canadian Data,NA,Unknown,{B2F8095C-A0B6-4EEA-8612-38EFCE562748},{480A82AA-6D66-4CA5-8312-48448EDC58BA},NA,NA,NA,Unknown,True,Unknown,NA,NA,No,NA,Unknown,NA,STAGING_AKR_POIS_ALL_20211104014233,-135.1408184316336,59.764931546663604
687,Lindeman City Upper Campground,NA,Lindeman City Upper Campground,Campground,NA,Public Map Display,Unrestricted,NA,NA,KLGO,Klondike Gold Rush National Historical Park,NA,NA,NA,AKR,1444166591000,1515393256000,Center point,Digitized,Parks Canada data. T:\PROJECTS\KLGO\Canadian Data,NA,Unknown,{B1B9D633-0B57-4CD6-A7CC-CBCBAC4E1B7C},{2B589EE1-938E-473B-AB50-0E45522859BA},NA,NA,NA,Unknown,True,Unknown,NA,NA,No,NA,Unknown,NA,STAGING_AKR_POIS_ALL_20211104014233,-135.08758617946478,59.78411679269908
695,Lindeman City Lower Campground,NA,Lindeman City Lower Campground,Campground,NA,Public Map Display,Unrestricted,NA,NA,KLGO,Klondike Gold Rush National Historical Park,NA,NA,NA,AKR,1444168774000,1515393257000,Center point,Digitized,Parks Canada data. T:\PROJECTS\KLGO\Canadian Data,NA,Unknown,{606A68F6-5DA6-49A3-8D7B-D6B2956EDC67},{DF7FE9BB-1274-4728-8DFA-BE4ED2F814BB},NA,NA,NA,Unknown,True,Unknown,NA,NA,No,NA,Unknown,NA,STAGING_AKR_POIS_ALL_20211104014233,-135.08024634047774,59.78555054167322
697,Bare Loon Campground,NA,Bare Loon Campground,Campground,NA,Public Map Display,Unrestricted,NA,NA,KLGO,Klondike Gold Rush National Historical Park,NA,NA,NA,AKR,1444169413000,1482123621000,Center point,Digitized,T:\PROJECTS\AKR\NationalGeographicMaps\KLGO\2ndDraftFromNG\Agency Proofs 254\254 Back GeoTiff.tif,NA,Unknown,{6F52A021-6FA3-48B9-9DD6-6768477ADFD3},{E242F0F7-965B-4E81-8AA7-6F296E758341},NA,NA,NA,Unknown,True,Unknown,NA,NA,No,NA,Unknown,NA,STAGING_AKR_POIS_ALL_20211104014233,-135.03661145982989,59.79652171512765
699,Bennett Campground,NA,Bennett Campground,Campground,NA,Public Map Display,Unrestricted,NA,NA,KLGO,Klondike Gold Rush National Historical Park,NA,NA,NA,AKR,1444169729000,1515393257000,Center point,Digitized,Parks Canada data. T:\PROJECTS\KLGO\Canadian Data,NA,Unknown,{E5FDEAD9-8B19-47AE-9D94-357E2FBE30D8},{13CD8CCA-D60A-429C-93E2-2F3C616B10C0},NA,NA,NA,Unknown,True,Unknown,NA,NA,No,NA,Unknown,NA,STAGING_AKR_POIS_ALL_20211104014233,-135.0003512001927,59.84594754171019
764,McNeil Camp,NA,McNeil Camp,Campground,NA,Public Map Display,Unrestricted,NA,NA,KATM,Katmai National Park and Preserve,NA,NA,NA,AKR,1445111335000,1515393263000,Center point,Digitized,Digitized from Alaska GINA SDMI SPOT 5 OrthoImage (Service). http://wms.alaskamapped.org/ortho?SDMI.ORTHO.,NA,Unknown,{E59A57A5-9156-4619-B987-9105D67D9B6D},{E59A57A5-9156-4619-B987-9105D67D9B6D},NA,NA,NA,Unknown,True,Unknown,NA,NA,No,NA,Unknown,NA,STAGING_AKR_POIS_ALL_20211104014233,-154.23941375923155,59.12160666355459
786,Wonder Lake Campground,NA,Wonder Lake Campground,Campground,NA,Public Map Display,Unrestricted,NA,NA,DENA,Denali National Park and Preserve,NA,NA,NA,AKR,1480550400000,1515393266000,Vicinity point,Digitized,Digitized using DENA IKONOS IFSAR Mosaic Dataset (Service) on 12/01/2016.,1374451200000,Scaled,{E217D59B-A15A-4763-9D49-DE53D41E13BF},{95FA9C1B-7C0F-4015-B9C0-0B9BD4B73EC0},NA,NA,NA,Unknown,True,Unknown,NA,NA,No,NA,Unknown,NA,STAGING_AKR_POIS_ALL_20211104014233,-150.8615969981638,63.45398084919924
788,Riley Creek Campground,NA,Riley Creek Campground,Campground,NA,Public Map Display,Unrestricted,NA,NA,DENA,Denali National Park and Preserve,NA,NA,NA,AKR,1480550400000,1482123621000,Vicinity point,Digitized,Digitized using DENA IKONOS IFSAR Mosaic Dataset (Service) on 12/01/2016.,1374451200000,Scaled,{FCDE504A-743F-4E90-9C2D-5D1C75DCAD34},{03C7C2BC-F262-4AAD-9F44-20785B16D1E4},NA,NA,NA,Unknown,True,Unknown,NA,NA,No,NA,Unknown,NA,STAGING_AKR_POIS_ALL_20211104014233,-148.89399395527002,63.73335819302298
963,Dyea Campground Host,NA,Campground Host,Campground,NA,Public Map Display,Unrestricted,NA,NA,KLGO,Klondike Gold Rush National Historical Park,NA,NA,NA,AKR,1553359237000,1553359237000,Corner point,GNSS: Mapping Grade,GPS file provided by J. Larsen at KLGO.  Data collected on 7/2/2018 with a Trimble Geo7X (H-Star) GPS receiver.,1530489600000,>=5cm and <50cm,{875DC171-32FF-462C-8EFB-4D0ACBE23323},{F94EBC7D-2A96-4D3B-B624-7CFE2DEE7200},NA,NA,NA,Unknown,True,Unknown,NA,NA,No,NA,Unknown,NA,STAGING_AKR_POIS_ALL_20211104014233,-135.3479811053909,59.505951373698736
965,Devils Garden,NA,Devils Garden Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,ARCH,Arches National Park,NA,NA,NA,IMR,NA,1631819518000,Arbitrary point,Unknown,Unknown,NA,Unknown,{4677B7F9-89BB-45C9-9E2D-C0E03E8E612F},NA,NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,National Park Service,Park verified Centennital GIS data 9/25/2015,STAGING_IMR_POIS_ALL_20211104032449,-109.58878802922982,38.77732694557261
1043,Rock Quarry Group Campground,NA,Rock Quarry Group Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,AMIS,Amistad National Recreation Area,NA,NA,NA,IMR,1442334877000,1631819518000,Arbitrary point,Unknown,Unknown,NA,Unknown,{2AAFA435-D44A-4355-98DF-A44186156565},NA,NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-101.03870458184991,29.494065551032804
1045,Seminole Canyon,NA,Seminole Canyon,Campground,Existing,Public Map Display,Unrestricted,NA,NA,AMIS,Amistad National Recreation Area,NA,NA,NA,IMR,1442334877000,1631819518000,Arbitrary point,Unknown,Unknown,NA,Unknown,{AC29D4FC-09CB-4989-9320-139973B477DC},NA,NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-101.31860786503103,29.701380896893795
1046,Spur 406 Campground,NA,Spur 406 Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,AMIS,Amistad National Recreation Area,NA,NA,NA,IMR,1442334877000,1631819518000,Arbitrary point,Unknown,Unknown,NA,Unknown,{6CA4277C-2EB5-49FE-BAF9-55A9388DEE11},NA,NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-101.02042884143242,29.550546621409012
1052,277 North Campground,NA,277 North Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,AMIS,Amistad National Recreation Area,NA,NA,NA,IMR,1442334877000,1631819518000,Arbitrary point,Unknown,Unknown,NA,Unknown,{582AB459-28A8-453A-B22E-BAD481E92098},NA,NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-100.90730163956778,29.51088504346086
1060,Governors Landing Campground,NA,Governors Landing Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,AMIS,Amistad National Recreation Area,NA,NA,NA,IMR,1442334877000,1631819518000,Arbitrary point,Unknown,Unknown,NA,Unknown,{D7EFBE96-5263-45C2-8847-2FE8746A4DA6},NA,NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-101.02885482915747,29.47907142284498
1061,San Pedro Campground,NA,San Pedro Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,AMIS,Amistad National Recreation Area,NA,NA,NA,IMR,1442334877000,1631819518000,Arbitrary point,Unknown,Unknown,NA,Unknown,{D9AA7C21-BECD-470C-A8E1-CC87C220A568},NA,NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-100.9526394353727,29.467926511272537
1124,Ponderosa Reservation Group Campground,NA,Ponderosa Reservation Group Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,BAND,Bandelier National Monument,NA,NA,NA,IMR,1438387200000,1631819518000,Arbitrary point,Heads-Up Digitized,Mapbox Imagery,1420070400000,Unknown,{2AD70953-10B2-4609-A0C3-8FFDD06F4F71},NA,NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-106.35663604313442,35.833077587093555
1201,Juniper Campground,NA,Juniper Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,BAND,Bandelier National Monument,NA,NA,NA,IMR,1442966400000,1631819518000,Arbitrary point,Heads-Up Digitized,ESRI Imagery,1420070400000,Unknown,{2096AF4A-2306-4674-983D-888627D8F756},NA,NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-106.27903543040844,35.79533241544749
1223,Cottonwood,NA,Cottonwood Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,BIBE,Big Bend National Park,NA, ,NA,IMR,NA,1631819518000,Arbitrary point,Unknown,Park provided: IMR verified,NA,Unknown,{64CAF204-B35F-4789-A700-FE68DC72888B}, , , ,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,Park verified Centennial GIS data 9/21/2015,STAGING_IMR_POIS_ALL_20211104032449,-103.5225050094756,29.136775606271044
1224,Chisos Basin,NA,Chisos Basin Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,BIBE,Big Bend National Park,NA, ,NA,IMR,1429488000000,1631819518000,Arbitrary point,Heads-up Digitized,ESRI World Imagery,NA,Unknown,{9C6AD356-E629-4713-9C3D-0B61E34EB27B}, , , ,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,Park verified Centennial GIS data 9/21/2015,STAGING_IMR_POIS_ALL_20211104032449,-103.30227678384085,29.275895961796778
1225,Rio Grande Village,NA,Rio Grande Village Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,BIBE,Big Bend National Park,NA, ,NA,IMR,1429488000000,1631819518000,Arbitrary point,Heads-up Digitized,ESRI World Imagery,NA,Unknown,{75C60F84-AF9C-4278-B305-21C8F3E1134B}, , , ,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,Park verified Centennial GIS data 9/21/2015,STAGING_IMR_POIS_ALL_20211104032449,-102.95562566330773,29.180189678768897
1428,Trail Creek/Barry's Landing Campground,NA,Trail Creek/Barry's Landing Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,BICA,Bighorn Canyon National Recreation Area,NA,NA,NA,IMR,NA,1631819518000,Arbitrary point,Unknown,Unknown,NA,Unknown,{3A53E0E9-0462-43E1-A657-40A421A22BCF},NA,NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,Data created from information in BICA_FACILITY_Barrys_Landing_visitor_use_pt,STAGING_IMR_POIS_ALL_20211104032449,-108.22555945898006,45.10440600752548
1429,Trail Creek/Barry's Landing Campground,NA,Trail Creek/Barry's Landing Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,BICA,Bighorn Canyon National Recreation Area,NA,NA,NA,IMR,NA,1631819518000,Arbitrary point,Unknown,Unknown,NA,Unknown,{36242F84-C7A2-4396-AB0B-DCE87EA58B12},NA,NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,Data created from information in BICA_FACILITY_Barrys_Landing_visitor_use_pt,STAGING_IMR_POIS_ALL_20211104032449,-108.22388711984377,45.102820136447974
1455,Black Canyon Campground,NA,Black Canyon Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,BICA,Bighorn Canyon National Recreation Area,NA,NA,NA,IMR,NA,1631819518000,Arbitrary point,Unknown,Unknown,NA,Unknown,{42AF571C-0244-43EC-AF7B-9A02FA25CC69},NA,NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,Data created from information in BICA_FACILITY_Black_Canyon_campground_py,STAGING_IMR_POIS_ALL_20211104032449,-107.96259212930613,45.25091117106888
1539,Medicne Creek Campground,NA,Medicine Creek Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,BICA,Bighorn Canyon National Recreation Area,NA,NA,NA,IMR,1449619200000,1631819518000,Arbitrary point,Heads-Up Digitized,"NAIP",1313193600000,>=5m and <14m,{A0B91199-3CAA-44E6-B4D5-8937BE5266B4},NA,NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,Data derived from BICA_FACILITY_MedicineCreekCG_py,STAGING_IMR_POIS_ALL_20211104032449,-108.2042999595352,45.11017383744445
1763,B.A. Steinhagen Lake Campground,NA,B.A. Steinhagen Lake Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,BITH,Big Thicket National Preserve,NA,NA,NA,IMR,NA,1631819518000,Arbitrary point,Unknown,Unknown,NA,Unknown,{B4101701-D086-4276-A3EC-704E0517637E},NA,NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-94.19406469723879,30.8108468567238
1765,B.A. Steinhagen Lake Campground,NA,B.A. Steinhagen Lake Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,BITH,Big Thicket National Preserve,NA,NA,NA,IMR,NA,1631819518000,Arbitrary point,Unknown,Unknown,NA,Unknown,{6F09B03F-0A9E-4044-A8EE-B802AA9DC3AC},NA,NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-94.23453519773659,30.87420215277075
1766,Martin Dies Junior State Park,NA,Martin Dies Junior State Park,Campground,Existing,Public Map Display,Unrestricted,NA,NA,BITH,Big Thicket National Preserve,NA,NA,NA,IMR,NA,1631819518000,Arbitrary point,Unknown,Unknown,NA,Unknown,{BB975599-9627-4BE1-8211-209EC8D9133A},NA,NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-94.17192084019308,30.85700088908328
1767,Indian Village Campground,NA,Indian Village Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,BITH,Big Thicket National Preserve,NA,NA,NA,IMR,NA,1631819518000,Arbitrary point,Unknown,Unknown,NA,Unknown,{B13C36D2-4059-4A19-8DFA-640F875FE3F3},NA,NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-94.67414848443315,30.70997215918419
1775,Ponderosa Campground,NA,Ponderosa Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,CURE,Curecanti National Recreation Area,NA,NA,NA,IMR,NA,1631819518000,Arbitrary point,Unknown,Unknown,NA,Unknown,{7C18F209-8285-4B5F-90F3-B34BD8318170},NA,NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-107.30275496097778,38.51940897632949
1777,Gateview Campground,NA,Gateview Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,CURE,Curecanti National Recreation Area,NA,NA,NA,IMR,NA,1631819518000,Arbitrary point,Unknown,Unknown,NA,Unknown,{06FA473B-1331-4575-8405-D78790B26464},NA,NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-107.24286446228501,38.38445180163245
